Festival,Ano,Dia,Artista,Palco,Tipo de Palco,Nacionalidade
Alive,2014,11/07,Matilha,Palco Optimus Clubbing,Secundário,
Alive,2014,11/07,MGMT,Palco NOS,Principal,
Alive,2014,11/07,Parquet Courts,Palco Heineken,Secundário,
Alive,2014,11/07,Russian Red,Palco Heineken,Secundário,
Alive,2014,11/07,Sam Smith,Palco Heineken,Secundário,
Alive,2014,11/07,SBTRKT,Palco Heineken,Secundário,
Alive,2014,11/07,The Black Keys,Palco NOS,Principal,
Alive,2014,11/07,The Last Internationale,Palco NOS,Principal,
Alive,2014,11/07,The Vicious Five,Palco NOS,Principal,
Alive,2014,11/07,The Walks,Palco Raw Coreto,Secundário,
Alive,2014,11/07,Toddla T,Palco Optimus Clubbing,Secundário,
Alive,2014,11/07,We Trust,Palco Heineken,Secundário,
Alive,2014,12/07,A Vitória Régia,Palco Raw Coreto,Secundário,PT
Alive,2014,12/07,A-Trak,Palco Optimus Clubbing,Secundário,
Alive,2014,12/07,Bastille,Palco NOS,Principal,
Alive,2014,12/07,Beautify Junkyards,Palco Raw Coreto,Secundário,
Alive,2014,12/07,Brushy One String,Palco Raw Coreto,Secundário,
Alive,2014,12/07,Caelum's Edge,Palco Optimus Clubbing,Secundário,
Alive,2014,12/07,Cass Mccombs,Palco Heineken,Secundário,
Alive,2014,12/07,Cherub,Palco Optimus Clubbing,Secundário,
Alive,2014,12/07,Chet Faker,Palco Heineken,Secundário,
Alive,2014,12/07,D'Alva,Palco Raw Coreto,Secundário,
Alive,2014,12/07,Daughter,Palco Heineken,Secundário,
Alive,2014,12/07,Drenge,Palco Optimus Clubbing,Secundário,
Alive,2014,12/07,Foster the People,Palco NOS,Principal,
Alive,2014,12/07,Gin Party SS,Palco Optimus Clubbing,Secundário,
Alive,2014,12/07,Grrrl Riot,Palco Raw Coreto,Secundário,
Alive,2014,12/07,Juba,Palco Raw Coreto,Secundário,
Alive,2014,12/07,Jungle,Palco Optimus Clubbing,Secundário,
Alive,2014,12/07,Nicolas Jaar,Palco Heineken,Secundário,
Alive,2014,12/07,Nina Kraviz,Palco Optimus Clubbing,Secundário,
Alive,2014,12/07,PAUS,Palco Heineken,Secundário,PT
Alive,2014,12/07,Phantogram,Palco Optimus Clubbing,Secundário,
Alive,2014,12/07,Sohn,Palco Optimus Clubbing,Secundário,
Alive,2014,12/07,The 7Riots,Palco Heineken,Secundário,
Alive,2014,12/07,The Black Mamba + Aurea,Palco NOS,Principal,PT
Alive,2014,12/07,The Libertines,Palco NOS,Principal,
Alive,2014,12/07,The War on Drugs,Palco Heineken,Secundário,
Alive,2014,12/07,Tom Mash,Palco Heineken,Secundário,
Alive,2014,12/07,Unknown Mortal Orchestra,Palco Heineken,Secundário,
Alive,2015,09/07,Alt-J,Palco NOS,Principal,
Alive,2015,09/07,Ben Harper,Palco NOS,Principal,
Alive,2015,09/07,Benji B,Palco Clubbing,Secundário,
Alive,2015,09/07,Breach,Palco Clubbing,Secundário,
Alive,2015,09/07,Capitão Fausto,Palco Heineken,Secundário,PT
Alive,2015,09/07,Cavaliers of Fun,Palco Heineken,Secundário,
Alive,2015,09/07,Cityspark,Palco Clubbing,Secundário,
Alive,2015,09/07,Django Django,Palco Heineken,Secundário,
Alive,2015,09/07,Eclair Fifi,Palco Clubbing,Secundário,
Alive,2015,09/07,Flume,Palco Heineken,Secundário,
Alive,2015,09/07,Galgo,Palco Heineken,Secundário,
Alive,2015,09/07,James Bay,Palco NOS,Principal,
Alive,2015,09/07,Julio Bashmore,Palco Clubbing,Secundário,
Alive,2015,09/07,Metronomy,Palco Heineken,Secundário,
Alive,2015,09/07,Muse,Palco NOS,Principal,
Alive,2015,09/07,Señores,Palco Heineken,Secundário,
Alive,2015,09/07,The Wombats,Palco NOS,Principal,
Alive,2015,09/07,Tiga,Palco Clubbing,Secundário,
Alive,2015,09/07,X-Wife,Palco Clubbing,Secundário,
Alive,2015,09/07,Young Fathers,Palco Heineken,Secundário,
Alive,2015,10/07,Batida,Palco Clubbing,Secundário,
Alive,2015,10/07,Bear’s Den,Palco Heineken,Secundário,
Alive,2015,10/07,Blasted Mechanism,Palco NOS,Principal,
Alive,2015,10/07,Bleachers,Palco Heineken,Secundário,
Alive,2015,10/07,Capicua,Palco Clubbing,Secundário,PT
Alive,2015,10/07,Cold Specks,Palco Heineken,Secundário,
Alive,2015,10/07,Daniel Kemish,Palco Heineken,Secundário,
Alive,2015,10/07,Dianna Sousa,Palco Clubbing,Secundário,
Alive,2015,10/07,DJ Kamala,Palco Clubbing,Secundário,
Alive,2015,10/07,DJ Kamala,Palco Clubbing,Secundário,
Alive,2015,10/07,Fernando Alvim,Palco Raw Coreto by G-Star,Secundário,
Alive,2015,10/07,Future Islands,Palco Heineken,Secundário,
Alive,2015,10/07,James Blake,Palco Heineken,Secundário,
Alive,2015,10/07,Kodaline,Palco Heineken,Secundário,
Alive,2015,10/07,Los Waves,Palco Raw Coreto by G-Star,Secundário,
Alive,2015,10/07,Magazino,Palco Clubbing,Secundário,
Alive,2015,10/07,Marmozets,Palco NOS,Principal,
Alive,2015,10/07,Moullinex,Palco Clubbing,Secundário,
Alive,2015,10/07,Mumford & Sons,Palco NOS,Principal,
Alive,2015,10/07,Naked Affair,Palco Raw Coreto by G-Star,Secundário,
Alive,2015,10/07,Prana,Palco Raw Coreto by G-Star,Secundário,
Alive,2015,10/07,Róisín Murphy,Palco Heineken,Secundário,
Alive,2015,10/07,Sheppard,Palco NOS,Principal,
Alive,2015,10/07,Skip & Die,Palco Clubbing,Secundário,
Alive,2015,10/07,Tape Junk,Palco Raw Coreto by G-Star,Secundário,
Alive,2015,10/07,The Prodigy,Palco NOS,Principal,
Alive,2015,10/07,The Ting Tings,Palco Heineken,Secundário,
Alive,2015,11/07,Alex Metric B2B Aeroplane,Palco Clubbing,Secundário,
Alive,2015,11/07,Azealia Banks,Palco Heineken,Secundário,
Alive,2015,11/07,Basset Hounds,Palco Raw Coreto by G-Star,Secundário,
Alive,2015,11/07,Cave Story,Palco Raw Coreto by G-Star,Secundário,
Alive,2015,11/07,Chet Faker,Palco NOS,Principal,
Alive,2015,11/07,Chromeo,Palco Heineken,Secundário,
Alive,2015,11/07,Counting Crows,Palco NOS,Principal,
Alive,2015,11/07,Dead Combo,Palco Heineken,Secundário,
Alive,2015,11/07,Disclosure,Palco NOS,Principal,
Alive,2015,11/07,Djedjotronic,Palco Clubbing,Secundário,
Alive,2015,11/07,Erol Alkan,Palco Clubbing,Secundário,
Alive,2015,11/07,Feadz,Palco Clubbing,Secundário,
Alive,2015,11/07,Flight Facilities,Palco Heineken,Secundário,
Alive,2015,11/07,HMB,Palco NOS,Principal,PT
Alive,2015,11/07,John Ascia,Palco Clubbing,Secundário,
Alive,2015,11/07,Les Crazy Coconuts,Palco Raw Coreto by G-Star,Secundário,
Alive,2015,11/07,Light Gun Fire,Palco Raw Coreto by G-Star,Secundário,
Alive,2015,11/07,Louisahhh!!!,Palco Clubbing,Secundário,
Alive,2015,11/07,Miss Kitin,Palco Clubbing,Secundário,
Alive,2015,11/07,Mogwai,Palco Heineken,Secundário,
Alive,2015,11/07,Nice Weather For Ducks,Palco Raw Coreto by G-Star,Secundário,
Alive,2015,11/07,Pedro Ramos,Palco Raw Coreto by G-Star,Secundário,
Alive,2015,11/07,Pista,Palco Raw Coreto by G-Star,Secundário,
Alive,2015,11/07,Raury,Palco Raw Coreto by G-Star,Secundário,
Alive,2015,11/07,Riton,Palco Clubbing,Secundário,
Alive,2015,11/07,Sam Smith,Palco NOS,Principal,
Alive,2015,11/07,Sleaford Mods,Palco Heineken,Secundário,
Alive,2015,11/07,Soldier's Heart,Palco Heineken,Secundário,
Alive,2015,11/07,Super Discount 3,Palco Clubbing,Secundário,
Alive,2015,11/07,That Rebellion,Palco Heineken,Secundário,
Alive,2015,11/07,The Jesus And Mary Chain,Palco Heineken,Secundário,
Alive,2015,11/07,Tracy Vandal,Palco Raw Coreto by G-Star,Secundário,
Alive,2015,11/07,Zé Pedro,Palco Raw Coreto by G-Star,Secundário,
Alive,2016,07/07,2manydjs,Palco Heineken,Secundário,
Alive,2016,07/07,A.J. & The Rockin'Trio,Raw Coreto By-Gstar,Secundário,
Alive,2016,07/07,Afonso Paiva,Jardim Caixa,Secundário,PT
Alive,2016,07/07,Alex D'Alva não é um DJ,Raw Coreto By-Gstar,Secundário,
Alive,2016,07/07,Biffy Clyro,Palco NOS,Principal,
Alive,2016,07/07,Bob Moses,Palco NOS Clubbing,Secundário,
Alive,2016,07/07,Branko,Palco NOS Clubbing,Secundário,PT
Alive,2016,07/07,Carlos Vidal,Jardim Caixa,Secundário,PT
Alive,2016,07/07,Dead Combo,EDP Fado Café,Secundário,
Alive,2016,07/07,Dr. John Cooper Clarke,Jardim Caixa,Secundário,
Alive,2016,07/07,Ganso,Raw Coreto By-Gstar,Secundário,PT
Alive,2016,07/07,Golden Slumbers,Raw Coreto By-Gstar,Secundário,
Alive,2016,07/07,João Rosa Luz,Jardim Caixa,Secundário,PT
Alive,2016,07/07,John Grant,Palco Heineken,Secundário,
Alive,2016,07/07,Junior Boys,Palco NOS Clubbing,Secundário,
Alive,2016,07/07,L.A.,Palco Heineken,Secundário,
Alive,2016,07/07,Luís Afonseca,Jardim Caixa,Secundário,PT
Alive,2016,07/07,Marco Rodrigues,EDP Fado Café,Secundário,
Alive,2016,07/07,Môce dum Cabréste,Jardim Caixa,Secundário,PT
Alive,2016,07/07,Nudozurdo,Palco NOS Clubbing,Secundário,
Alive,2016,07/07,Pedro Figueiredo,Jardim Caixa,Secundário,PT
Alive,2016,07/07,Pista de Slows-Deluz Trio,EDP Fado Café,Secundário,
Alive,2016,07/07,Pixies,Palco NOS,Principal,
Alive,2016,07/07,Raquel Tavares,EDP Fado Café,Secundário,
Alive,2016,07/07,Robert Plant and The Sensational Space Shifters,Palco NOS,Principal,
Alive,2016,07/07,Salvador Martinha,Jardim Caixa,Secundário,PT
Alive,2016,07/07,Sean Riley & The Slowriders,Palco Heineken,Secundário,
Alive,2016,07/07,SG Lewis,Palco NOS Clubbing,Secundário,
Alive,2016,07/07,Soraia Carrega,Jardim Caixa,Secundário,PT
Alive,2016,07/07,Soulwax,Palco Heineken,Secundário,
Alive,2016,07/07,The 1975,Palco NOS,Principal,
Alive,2016,07/07,The Chemical Brothers,Palco NOS,Principal,
Alive,2016,07/07,The Happy Mess,Palco Heineken,Secundário,
Alive,2016,07/07,The Poppers,Raw Coreto By-Gstar,Secundário,
Alive,2016,07/07,Throes + The Shine,Palco NOS Clubbing,Secundário,
Alive,2016,07/07,Vintage Trouble,Palco Heineken,Secundário,
Alive,2016,07/07,Wolf Alice,Palco Heineken,Secundário,
Alive,2016,07/07,Xinobi,Palco NOS Clubbing,Secundário,
Alive,2016,08/07,A Boy Named Sue,Raw Coreto By-Gstar,Secundário,
Alive,2016,08/07,Carlão,Palco Heineken,Secundário,PT
Alive,2016,08/07,Courtney Barnett,Palco Heineken,Secundário,
Alive,2016,08/07,Da Chick,Palco NOS Clubbing,Secundário,
Alive,2016,08/07,David Almeida,Jardim Caixa,Secundário,
Alive,2016,08/07,Diogo Batáguas,Jardim Caixa,Secundário,
Alive,2016,08/07,DJ Kamala,Palco NOS Clubbing,Secundário,
Alive,2016,08/07,Elotee,Raw Coreto By-Gstar,Secundário,
Alive,2016,08/07,Father John Misty,Palco Heineken,Secundário,
Alive,2016,08/07,Foals,Palco NOS,Principal,
Alive,2016,08/07,Hélder Moutinho + Marco Oliveira + Vanessa Alves + Ricardo Parreira,EDP Fado Café,Secundário,
Alive,2016,08/07,"HMB, Dj Kamala & Filipe Gonçalves",Palco NOS Clubbing,Secundário,
Alive,2016,08/07,Hot Chip,Palco Heineken,Secundário,
Alive,2016,08/07,Inês Aires Pereira,Jardim Caixa,Secundário,
Alive,2016,08/07,Jagwar Ma,Palco Heineken,Secundário,
Alive,2016,08/07,Joana Machado,Jardim Caixa,Secundário,
Alive,2016,08/07,João Seabra,Jardim Caixa,Secundário,
Alive,2016,08/07,Lotus Fever,Raw Coreto By-Gstar,Secundário,
Alive,2016,08/07,MGDRV,Palco NOS Clubbing,Secundário,
Alive,2016,08/07,Miguel Caracóis,Jardim Caixa,Secundário,
Alive,2016,08/07,"NBC,Sir Scratch & Bob da Rage Sense",Palco NOS Clubbing,Secundário,
Alive,2016,08/07,Pedro Tochas,Jardim Caixa,Secundário,
Alive,2016,08/07,Pista de Slows-Deluz Trio,EDP Fado Café,Secundário,
Alive,2016,08/07,Radiohead,Palco NOS,Principal,
Alive,2016,08/07,Ricardo Couto,Jardim Caixa,Secundário,
Alive,2016,08/07,Rocky Marsiano & Meu Kamba Sound,Palco NOS Clubbing,Secundário,
Alive,2016,08/07,Mundo Segundo & Sam The Kid,Palco NOS Clubbing,Secundário,
Alive,2016,08/07,Sebastião Dutschke,Jardim Caixa,Secundário,
Alive,2016,08/07,Soulvenir,Palco Heineken,Secundário,
Alive,2016,08/07,Tame Impala,Palco NOS,Principal,
Alive,2016,08/07,The Loafing Heroes,Raw Coreto By-Gstar,Secundário,
Alive,2016,08/07,Two Door Cinema Club,Palco Heineken,Secundário,
Alive,2016,08/07,Years & Years,Palco NOS,Principal,
Alive,2016,08/07,Youthless,Raw Coreto By-Gstar,Secundário,
Alive,2016,09/07,Agir,Palco NOS,Principal,
Alive,2016,09/07,Arcade Fire,Palco NOS,Principal,
Alive,2016,09/07,Band of Horses,Palco NOS,Principal,
Alive,2016,09/07,Boys Noize,Palco NOS Clubbing,Secundário,
Alive,2016,09/07,Calexico,Palco Heineken,Secundário,
Alive,2016,09/07,Club Cheval,Palco NOS Clubbing,Secundário,
Alive,2016,09/07,DJ Glue,Raw Coreto By-Gstar,Secundário,
Alive,2016,09/07,Enrique Alhinho,Jardim Caixa,Secundário,
Alive,2016,09/07,Four Tet,Palco Heineken,Secundário,
Alive,2016,09/07,Francis Dale,Palco NOS Clubbing,Secundário,
Alive,2016,09/07,Galgo,Raw Coreto By-Gstar,Secundário,
Alive,2016,09/07,Gandambiente,Raw Coreto By-Gstar,Secundário,
Alive,2016,09/07,Grimes,Palco Heineken,Secundário,
Alive,2016,09/07,Hana,Palco NOS Clubbing,Secundário,
Alive,2016,09/07,Hugo Nevez,Jardim Caixa,Secundário,PT
Alive,2016,09/07,Isaura,Palco NOS Clubbing,Secundário,
Alive,2016,09/07,Jibóia,Raw Coreto By-Gstar,Secundário,
Alive,2016,09/07,Joana Marques & Daniel Leitão,Jardim Caixa,Secundário,PT
Alive,2016,09/07,João Paulo Sousa,Jardim Caixa,Secundário,PT
Alive,2016,09/07,José González,Palco Heineken,Secundário,
Alive,2016,09/07,Kero Kero Bonito,Raw Coreto By-Gstar,Secundário,
Alive,2016,09/07,Little Scream,Palco Heineken,Secundário,
Alive,2016,09/07,M83,Palco NOS,Principal,
Alive,2016,09/07,"Mesa de Frades: Pedro de Castro, Ana Sofia Varela e Teresinha Landeiro",EDP Fado Café,Secundário,
Alive,2016,09/07,Mirror People,Palco NOS Clubbing,Secundário,
Alive,2016,09/07,Nuno Markl & Vasco Palmeirim,Jardim Caixa,Secundário,PT
Alive,2016,09/07,Nuno Markl & Vasco Palmeirim,Jardim Caixa,Secundário,PT
Alive,2016,09/07,Paulo Abreu,Jardim Caixa,Secundário,PT
Alive,2016,09/07,PAUS,Palco Heineken,Secundário,PT
Alive,2016,09/07,Pista de Slows-Deluz Trio,EDP Fado Café,Secundário,
Alive,2016,09/07,Planeta Fluffen,Jardim Caixa,Secundário,
Alive,2016,09/07,Ratatat,Palco Heineken,Secundário,
Alive,2016,09/07,Rita Camarneiro,Jardim Caixa,Secundário,PT
Alive,2016,09/07,Savanna,Raw Coreto By-Gstar,Secundário,
Alive,2016,09/07,Them Flying Monkeys,Palco Heineken,Secundário,
Alive,2016,09/07,Tiago Bettencourt,EDP Fado Café,Secundário,
Alive,2016,09/07,Vetusta Morla,Palco NOS,Principal,
Alive,2016,09/07,Whales,Palco NOS Clubbing,Secundário,
Alive,2017,06/07,Aldo Lima,Palco Comédia,Secundário,
Alive,2017,06/07,Alt-J,Palco NOS,Principal,
Alive,2017,06/07,Antonio Bastos,Palco NOS Clubbing,Secundário,PT
Alive,2017,06/07,Batida,Palco NOS Clubbing,Secundário,
Alive,2017,06/07,Blossoms,Palco Heineken,Secundário,
Alive,2017,06/07,Blues' N' Swing,EDP Fado Café,Secundário,
Alive,2017,06/07,Bonobo (live),Palco Heineken,Secundário,
Alive,2017,06/07,Carlos Cardoso,Palco NOS Clubbing,Secundário,PT
Alive,2017,06/07,Daniel Sloss,Palco Comédia,Secundário,
Alive,2017,06/07,Dotorado Pro,Palco Coreto by Arruada,Secundário,
Alive,2017,06/07,Falta de Chá,Palco Comédia,Secundário,PT
Alive,2017,06/07,Francisco Salema Garção,Palco Comédia,Secundário,
Alive,2017,06/07,Gelpi,Palco Heineken,Secundário,
Alive,2017,06/07,Glass Animals,Palco Heineken,Secundário,
Alive,2017,06/07,Guilherme Geirinhas,Palco Comédia,Secundário,PT
Alive,2017,06/07,Izem,Palco Coreto by Arruada,Secundário,
Alive,2017,06/07,Jessy Lanza,Palco NOS Clubbing,Secundário,
Alive,2017,06/07,Karlon,Palco NOS Clubbing,Secundário,
Alive,2017,06/07,Kking Kong,Palco Coreto by Arruada,Secundário,
Alive,2017,06/07,Mário Pacheco,EDP Fado Café,Secundário,PT
Alive,2017,06/07,Miguel Araújo,EDP Fado Café,Secundário,PT
Alive,2017,06/07,Niles Mavis,Palco NOS Clubbing,Secundário,
Alive,2017,06/07,Phoenix,Palco NOS,Principal,
Alive,2017,06/07,Rastronaut,Palco Coreto by Arruada,Secundário,
Alive,2017,06/07,Rhye,Palco Heineken,Secundário,
Alive,2017,06/07,Riot,Palco Coreto by Arruada,Secundário,
Alive,2017,06/07,Rita & O Revólver,Palco NOS Clubbing,Secundário,
Alive,2017,06/07,Royal Blood,Palco Heineken,Secundário,
Alive,2017,06/07,Ryan Adams,Palco Heineken,Secundário,
Alive,2017,06/07,The Weeknd,Palco NOS,Principal,
Alive,2017,06/07,The XX,Palco NOS,Principal,
Alive,2017,06/07,Veintiuno,Palco Heineken,Secundário,
Alive,2017,06/07,Wack,Palco NOS Clubbing,Secundário,
Alive,2017,06/07,"You Can't Win, Charlie Brown",Palco NOS,Principal,
Alive,2017,07/07,Bandido$,Palco NOS Clubbing,Secundário,
Alive,2017,07/07,Bispo,Palco NOS Clubbing,Secundário,PT
Alive,2017,07/07,Blues' N' Swing,EDP Fado Café,Secundário,
Alive,2017,07/07,Calcutá,Palco Coreto by Arruada,Secundário,
Alive,2017,07/07,Carlos Pereira,Palco Comédia,Secundário,PT
Alive,2017,07/07,Carminho,EDP Fado Café,Secundário,PT
Alive,2017,07/07,Cave Story,Palco NOS Clubbing,Secundário,
Alive,2017,07/07,Courteeners,Palco NOS,Principal,
Alive,2017,07/07,Eden Lewis,Palco Heineken,Secundário,
Alive,2017,07/07,Fábia Maia,Palco Coreto by Arruada,Secundário,
Alive,2017,07/07,Filomena Cautela,Palco Comédia,Secundário,PT
Alive,2017,07/07,Floating Points,Palco Heineken,Secundário,
Alive,2017,07/07,Foo Fighters,Palco NOS,Principal,
Alive,2017,07/07,Golden Slumbers,Palco Coreto by Arruada,Secundário,
Alive,2017,07/07,Janeiro,EDP Fado Café,Secundário,PT
Alive,2017,07/07,Killimanjaro,Palco NOS Clubbing,Secundário,
Alive,2017,07/07,Lince,Palco Coreto by Arruada,Secundário,
Alive,2017,07/07,Local Natives,Palco Heineken,Secundário,
Alive,2017,07/07,LOT,Palco Heineken,Secundário,
Alive,2017,07/07,Mai Kino,Palco Coreto by Arruada,Secundário,
Alive,2017,07/07,Manos Duarte,Palco Comédia,Secundário,
Alive,2017,07/07,Manuel Cardoso,Palco Comédia,Secundário,PT
Alive,2017,07/07,Modernos,Palco NOS Clubbing,Secundário,
Alive,2017,07/07,Nilton,Palco Comédia,Secundário,PT
Alive,2017,07/07,Parov Stelar,Palco Heineken,Secundário,
Alive,2017,07/07,Pega Monstro,Palco NOS Clubbing,Secundário,
Alive,2017,07/07,Pista,Palco NOS Clubbing,Secundário,
Alive,2017,07/07,Ramos VS Mr. Mitsuhirato,Palco NOS Clubbing,Secundário,
Alive,2017,07/07,Savages,Palco Heineken,Secundário,
Alive,2017,07/07,The Cult,Palco NOS,Principal,
Alive,2017,07/07,The Kills,Palco NOS,Principal,
Alive,2017,07/07,Tiago Bettencourt,Palco NOS,Principal,
Alive,2017,07/07,Warpaint,Palco Heineken,Secundário,
Alive,2017,07/07,Wild Beasts,Palco Heineken,Secundário,
Alive,2017,08/07,Discotexas,Palco NOS Clubbing,Secundário,
Alive,2017,08/07,Benjamim,Palco Coreto by Arruada,Secundário,
Alive,2017,08/07,Benjamin Booker,Palco Heineken,Secundário,
Alive,2017,08/07,Blues' N' Swing,EDP Fado Café,Secundário,
Alive,2017,08/07,Cage The Elephant,Palco Heineken,Secundário,
Alive,2017,08/07,Carlos Coutinho Vilhena,Palco Comédia,Secundário,PT
Alive,2017,08/07,David Cristina,Palco Comédia,Secundário,
Alive,2017,08/07,Depeche Mode,Palco NOS,Principal,
Alive,2017,08/07,Duquesa,Palco Coreto by Arruada,Secundário,
Alive,2017,08/07,Filho da Mãe,Palco Coreto by Arruada,Secundário,
Alive,2017,08/07,Filipe Sambado,Palco Coreto by Arruada,Secundário,
Alive,2017,08/07,Fleet Foxes,Palco Heineken,Secundário,
Alive,2017,08/07,Ghost Wavves,Palco NOS Clubbing,Secundário,
Alive,2017,08/07,Gpu Panic,Palco NOS Clubbing,Secundário,
Alive,2017,08/07,Guilherme Fonseca,Palco Comédia,Secundário,PT
Alive,2017,08/07,Hugo Sousa,Palco Comédia,Secundário,
Alive,2017,08/07,Imagine Dragons,Palco NOS,Principal,
Alive,2017,08/07,Kodaline,Palco NOS,Principal,
Alive,2017,08/07,Marvel Lima,Palco NOS Clubbing,Secundário,
Alive,2017,08/07,Mike El Nite,Palco NOS Clubbing,Secundário,PT
Alive,2017,08/07,Monstro,Palco Heineken,Secundário,
Alive,2017,08/07,Mr. Herbert Quain,Palco NOS Clubbing,Secundário,
Alive,2017,08/07,Peaches,Palco Heineken,Secundário,
Alive,2017,08/07,Plastic People,Palco Heineken,Secundário,
Alive,2017,08/07,Salvador Martinha,Palco Comédia,Secundário,PT
Alive,2017,08/07,Scúru Fitchádu,Palco Coreto by Arruada,Secundário,
Alive,2017,08/07,Spoon,Palco Heineken,Secundário,
Alive,2017,08/07,Switchdance,Palco NOS Clubbing,Secundário,
Alive,2017,08/07,Tasca do Chico,EDP Fado Café,Secundário,PT
Alive,2017,08/07,The Avalanches,Palco Heineken,Secundário,
Alive,2017,08/07,The Black Mamba,Palco NOS,Principal,PT
Alive,2017,08/07,Trikk,Palco NOS Clubbing,Secundário,
Alive,2018,12/07,António Zambujo,EDP Fado Café,Secundário,PT
Alive,2018,12/07,Arctic Monkeys,Palco NOS,Principal,
Alive,2018,12/07,Bibiana Petek,NOS Clubbing,Secundário,
Alive,2018,12/07,Blasted Mechanism,Palco Sagres,Secundário,
Alive,2018,12/07,Bryan Ferry,Palco NOS,Principal,
Alive,2018,12/07,Colóquio de Bethipsters,Palco Comédia,Secundário,
Alive,2018,12/07,D'Alva,NOS Clubbing,Secundário,
Alive,2018,12/07,Dead End x Fumaxa,Palco Coreto by Arruada,Secundário,
Alive,2018,12/07,DJ Glue x Sp deville,Palco Coreto by Arruada,Secundário,
Alive,2018,12/07,Friendly Fires,Palco Sagres,Secundário,
Alive,2018,12/07,Fumaxa x Here's Johnny,Palco Coreto by Arruada,Secundário,
Alive,2018,12/07,Guilherme Duarte,Palco Comédia,Secundário,PT
Alive,2018,12/07,Here's Johnny x DJ Glue,Palco Coreto by Arruada,Secundário,
Alive,2018,12/07,Jain,Palco Sagres,Secundário,
